task,team_a,team_b,score
KIS Visual 22,siret III,vitrivr VIII,0
KIS Visual 22,siret IV,siret V,55
KIS Visual 22,siret IV,siret VI,55
KIS Visual 22,siret IV,siret VII,88
KIS Visual 22,siret IV,vitrivr I,55
KIS Visual 22,siret IV,vitrivr II,55
KIS Visual 22,siret IV,vitrivr III,55
KIS Visual 22,siret IV,vitrivr IV,55
KIS Visual 22,siret IV,vitrivr V,55
KIS Visual 22,siret IV,vitrivr VI,55
KIS Visual 22,siret IV,vitrivr VII,55
KIS Visual 22,siret IV,vitrivr VIII,55
KIS Visual 22,siret V,siret VI,53
KIS Visual 22,siret V,siret VII,88
KIS Visual 22,siret V,vitrivr I,0
KIS Visual 22,siret V,vitrivr II,0
KIS Visual 22,siret V,vitrivr III,0
KIS Visual 22,siret V,vitrivr IV,0
KIS Visual 22,siret V,vitrivr V,0
KIS Visual 22,siret V,vitrivr VI,0
KIS Visual 22,siret V,vitrivr VII,0
KIS Visual 22,siret V,vitrivr VIII,0
KIS Visual 22,siret VI,siret VII,88
KIS Visual 22,siret VI,vitrivr I,53
KIS Visual 22,siret VI,vitrivr II,53
KIS Visual 22,siret VI,vitrivr III,53
KIS Visual 22,siret VI,vitrivr IV,53
KIS Visual 22,siret VI,vitrivr V,53
KIS Visual 22,siret VI,vitrivr VI,53
KIS Visual 22,siret VI,vitrivr VII,53
KIS Visual 22,siret VI,vitrivr VIII,53
KIS Visual 22,siret VII,vitrivr I,88
KIS Visual 22,siret VII,vitrivr II,88
KIS Visual 22,siret VII,vitrivr III,88
KIS Visual 22,siret VII,vitrivr IV,88
KIS Visual 22,siret VII,vitrivr V,88
KIS Visual 22,siret VII,vitrivr VI,88
KIS Visual 22,siret VII,vitrivr VII,88
KIS Visual 22,siret VII,vitrivr VIII,88
KIS Visual 22,vitrivr I,vitrivr II,0
KIS Visual 22,vitrivr I,vitrivr III,0
KIS Visual 22,vitrivr I,vitrivr IV,0
KIS Visual 22,vitrivr I,vitrivr V,0
KIS Visual 22,vitrivr I,vitrivr VI,0
KIS Visual 22,vitrivr I,vitrivr VII,0
KIS Visual 22,vitrivr I,vitrivr VIII,0
KIS Visual 22,vitrivr II,vitrivr III,0
KIS Visual 22,vitrivr II,vitrivr IV,0
KIS Visual 22,vitrivr II,vitrivr V,0
KIS Visual 22,vitrivr II,vitrivr VI,0
KIS Visual 22,vitrivr II,vitrivr VII,0
KIS Visual 22,vitrivr II,vitrivr VIII,0
KIS Visual 22,vitrivr III,vitrivr IV,0
KIS Visual 22,vitrivr III,vitrivr V,0
KIS Visual 22,vitrivr III,vitrivr VI,0
KIS Visual 22,vitrivr III,vitrivr VII,0
KIS Visual 22,vitrivr III,vitrivr VIII,0
KIS Visual 22,vitrivr IV,vitrivr V,0
KIS Visual 22,vitrivr IV,vitrivr VI,0
KIS Visual 22,vitrivr IV,vitrivr VII,0
KIS Visual 22,vitrivr IV,vitrivr VIII,0
KIS Visual 22,vitrivr V,vitrivr VI,0
KIS Visual 22,vitrivr V,vitrivr VII,0
KIS Visual 22,vitrivr V,vitrivr VIII,0
KIS Visual 22,vitrivr VI,vitrivr VII,0
KIS Visual 22,vitrivr VI,vitrivr VIII,0
KIS Visual 22,vitrivr VII,vitrivr VIII,0
KIS Textual 22,siret I,siret II,0
KIS Textual 22,siret I,siret III,66
KIS Textual 22,siret I,siret IV,49
KIS Textual 22,siret I,siret V,0
KIS Textual 22,siret I,siret VI,0
KIS Textual 22,siret I,siret VII,0
KIS Textual 22,siret I,vitrivr I,0
KIS Textual 22,siret I,vitrivr II,0
KIS Textual 22,siret I,vitrivr III,0
KIS Textual 22,siret I,vitrivr IV,0
KIS Textual 22,siret I,vitrivr V,0
KIS Textual 22,siret I,vitrivr VI,0
KIS Textual 22,siret I,vitrivr VII,0
KIS Textual 22,siret I,vitrivr VIII,0
KIS Textual 22,siret II,siret III,66
KIS Textual 22,siret II,siret IV,39
KIS Textual 22,siret II,siret V,0
KIS Textual 22,siret II,siret VI,0
KIS Textual 22,siret II,siret VII,0
KIS Textual 22,siret II,vitrivr I,0
KIS Textual 22,siret II,vitrivr II,0
KIS Textual 22,siret II,vitrivr III,0
KIS Textual 22,siret II,vitrivr IV,0
KIS Textual 22,siret II,vitrivr V,0
KIS Textual 22,siret II,vitrivr VI,0
KIS Textual 22,siret II,vitrivr VII,0
KIS Textual 22,siret II,vitrivr VIII,0
KIS Textual 22,siret III,siret IV,66
KIS Textual 22,siret III,siret V,66
KIS Textual 22,siret III,siret VI,66
KIS Textual 22,siret III,siret VII,66
KIS Textual 22,siret III,vitrivr I,66
KIS Textual 22,siret III,vitrivr II,66
KIS Textual 22,siret III,vitrivr III,66
KIS Textual 22,siret III,vitrivr IV,66
KIS Textual 22,siret III,vitrivr V,66
KIS Textual 22,siret III,vitrivr VI,56
KIS Textual 22,siret III,vitrivr VII,66
KIS Textual 22,siret III,vitrivr VIII,66
KIS Textual 22,siret IV,siret V,49
KIS Textual 22,siret IV,siret VI,39
KIS Textual 22,siret IV,siret VII,39
KIS Textual 22,siret IV,vitrivr I,49
KIS Textual 22,siret IV,vitrivr II,49
KIS Textual 22,siret IV,vitrivr III,49
KIS Textual 22,siret IV,vitrivr IV,49
KIS Textual 22,siret IV,vitrivr V,49
KIS Textual 22,siret IV,vitrivr VI,39
KIS Textual 22,siret IV,vitrivr VII,49
KIS Textual 22,siret IV,vitrivr VIII,49
KIS Textual 22,siret V,siret VI,0
KIS Textual 22,siret V,siret VII,0
KIS Textual 22,siret V,vitrivr I,0
KIS Textual 22,siret V,vitrivr II,0
KIS Textual 22,siret V,vitrivr III,0
KIS Textual 22,siret V,vitrivr IV,0
KIS Textual 22,siret V,vitrivr V,0
KIS Textual 22,siret V,vitrivr VI,0
KIS Textual 22,siret V,vitrivr VII,0
KIS Textual 22,siret V,vitrivr VIII,0
KIS Textual 22,siret VI,siret VII,0
KIS Textual 22,siret VI,vitrivr I,0
KIS Textual 22,siret VI,vitrivr II,0
KIS Textual 22,siret VI,vitrivr III,0
KIS Textual 22,siret VI,vitrivr IV,0
KIS Textual 22,siret VI,vitrivr V,0
KIS Textual 22,siret VI,vitrivr VI,0
KIS Textual 22,siret VI,vitrivr VII,0
KIS Textual 22,siret VI,vitrivr VIII,0
KIS Textual 22,siret VII,vitrivr I,0
KIS Textual 22,siret VII,vitrivr II,0
KIS Textual 22,siret VII,vitrivr III,0
KIS Textual 22,siret VII,vitrivr IV,0
KIS Textual 22,siret VII,vitrivr V,0
KIS Textual 22,siret VII,vitrivr VI,0
KIS Textual 22,siret VII,vitrivr VII,0
KIS Textual 22,siret VII,vitrivr VIII,0
KIS Textual 22,vitrivr I,vitrivr II,0
KIS Textual 22,vitrivr I,vitrivr III,0
KIS Textual 22,vitrivr I,vitrivr IV,0
KIS Textual 22,vitrivr I,vitrivr V,0
KIS Textual 22,vitrivr I,vitrivr VI,0
KIS Textual 22,vitrivr I,vitrivr VII,0
KIS Textual 22,vitrivr I,vitrivr VIII,0
KIS Textual 22,vitrivr II,vitrivr III,0
KIS Textual 22,vitrivr II,vitrivr IV,0
KIS Textual 22,vitrivr II,vitrivr V,0
KIS Textual 22,vitrivr II,vitrivr VI,0
KIS Textual 22,vitrivr II,vitrivr VII,0
KIS Textual 22,vitrivr II,vitrivr VIII,0
KIS Textual 22,vitrivr III,vitrivr IV,0
KIS Textual 22,vitrivr III,vitrivr V,0
KIS Textual 22,vitrivr III,vitrivr VI,0
KIS Textual 22,vitrivr III,vitrivr VII,0
KIS Textual 22,vitrivr III,vitrivr VIII,0
KIS Textual 22,vitrivr IV,vitrivr V,0
KIS Textual 22,vitrivr IV,vitrivr VI,0
KIS Textual 22,vitrivr IV,vitrivr VII,0
KIS Textual 22,vitrivr IV,vitrivr VIII,0
KIS Textual 22,vitrivr V,vitrivr VI,0
KIS Textual 22,vitrivr V,vitrivr VII,0
KIS Textual 22,vitrivr V,vitrivr VIII,0
KIS Textual 22,vitrivr VI,vitrivr VII,0
KIS Textual 22,vitrivr VI,vitrivr VIII,0
KIS Textual 22,vitrivr VII,vitrivr VIII,0
KIS Visual 23,siret I,siret II,70
KIS Visual 23,siret I,siret III,70
KIS Visual 23,siret I,siret IV,0
KIS Visual 23,siret I,siret V,0
KIS Visual 23,siret I,siret VI,0
KIS Visual 23,siret I,siret VII,82
KIS Visual 23,siret I,vitrivr I,95
KIS Visual 23,siret I,vitrivr II,97
KIS Visual 23,siret I,vitrivr III,91
KIS Visual 23,siret I,vitrivr IV,96
KIS Visual 23,siret I,vitrivr V,95
KIS Visual 23,siret I,vitrivr VI,95
KIS Visual 23,siret I,vitrivr VII,92
KIS Visual 23,siret I,vitrivr VIII,88
KIS Visual 23,siret II,siret III,70
KIS Visual 23,siret II,siret IV,70
KIS Visual 23,siret II,siret V,70
KIS Visual 23,siret II,siret VI,70
KIS Visual 23,siret II,siret VII,82
KIS Visual 23,siret II,vitrivr I,95
KIS Visual 23,siret II,vitrivr II,97
KIS Visual 23,siret II,vitrivr III,91
KIS Visual 23,siret II,vitrivr IV,96
KIS Visual 23,siret II,vitrivr V,95
KIS Visual 23,siret II,vitrivr VI,95
KIS Visual 23,siret II,vitrivr VII,92
KIS Visual 23,siret II,vitrivr VIII,88
KIS Visual 23,siret III,siret IV,70
KIS Visual 23,siret III,siret V,70
KIS Visual 23,siret III,siret VI,70
KIS Visual 23,siret III,siret VII,82
KIS Visual 23,siret III,vitrivr I,95
KIS Visual 23,siret III,vitrivr II,97
KIS Visual 23,siret III,vitrivr III,91
KIS Visual 23,siret III,vitrivr IV,96
KIS Visual 23,siret III,vitrivr V,95
KIS Visual 23,siret III,vitrivr VI,95
KIS Visual 23,siret III,vitrivr VII,92
KIS Visual 23,siret III,vitrivr VIII,88
KIS Visual 23,siret IV,siret V,0
KIS Visual 23,siret IV,siret VI,0
KIS Visual 23,siret IV,siret VII,82
KIS Visual 23,siret IV,vitrivr I,95
KIS Visual 23,siret IV,vitrivr II,97
KIS Visual 23,siret IV,vitrivr III,91
KIS Visual 23,siret IV,vitrivr IV,96
KIS Visual 23,siret IV,vitrivr V,95
KIS Visual 23,siret IV,vitrivr VI,95
KIS Visual 23,siret IV,vitrivr VII,92
KIS Visual 23,siret IV,vitrivr VIII,88
KIS Visual 23,siret V,siret VI,0
KIS Visual 23,siret V,siret VII,82
KIS Visual 23,siret V,vitrivr I,95
KIS Visual 23,siret V,vitrivr II,97
KIS Visual 23,siret V,vitrivr III,91
KIS Visual 23,siret V,vitrivr IV,96
KIS Visual 23,siret V,vitrivr V,95
KIS Visual 23,siret V,vitrivr VI,95
KIS Visual 23,siret V,vitrivr VII,92
KIS Visual 23,siret V,vitrivr VIII,88
KIS Visual 23,siret VI,siret VII,82
KIS Visual 23,siret VI,vitrivr I,95
KIS Visual 23,siret VI,vitrivr II,97
KIS Visual 23,siret VI,vitrivr III,91
KIS Visual 23,siret VI,vitrivr IV,96
KIS Visual 23,siret VI,vitrivr V,95
KIS Visual 23,siret VI,vitrivr VI,95
KIS Visual 23,siret VI,vitrivr VII,92
KIS Visual 23,siret VI,vitrivr VIII,88
KIS Visual 23,siret VII,vitrivr I,95
KIS Visual 23,siret VII,vitrivr II,97
KIS Visual 23,siret VII,vitrivr III,91
KIS Visual 23,siret VII,vitrivr IV,96
KIS Visual 23,siret VII,vitrivr V,95
KIS Visual 23,siret VII,vitrivr VI,95
KIS Visual 23,siret VII,vitrivr VII,92
KIS Visual 23,siret VII,vitrivr VIII,88
KIS Visual 23,vitrivr I,vitrivr II,97
KIS Visual 23,vitrivr I,vitrivr III,95
KIS Visual 23,vitrivr I,vitrivr IV,96
KIS Visual 23,vitrivr I,vitrivr V,95
KIS Visual 23,vitrivr I,vitrivr VI,95
KIS Visual 23,vitrivr I,vitrivr VII,95
KIS Visual 23,vitrivr I,vitrivr VIII,95
KIS Visual 23,vitrivr II,vitrivr III,97
KIS Visual 23,vitrivr II,vitrivr IV,97
KIS Visual 23,vitrivr II,vitrivr V,97
KIS Visual 23,vitrivr II,vitrivr VI,97
KIS Visual 23,vitrivr II,vitrivr VII,97
KIS Visual 23,vitrivr II,vitrivr VIII,97
KIS Visual 23,vitrivr III,vitrivr IV,96
KIS Visual 23,vitrivr III,vitrivr V,95
KIS Visual 23,vitrivr III,vitrivr VI,95
KIS Visual 23,vitrivr III,vitrivr VII,92
KIS Visual 23,vitrivr III,vitrivr VIII,91
KIS Visual 23,vitrivr IV,vitrivr V,96
KIS Visual 23,vitrivr IV,vitrivr VI,96
KIS Visual 23,vitrivr IV,vitrivr VII,96
KIS Visual 23,vitrivr IV,vitrivr VIII,96
KIS Visual 23,vitrivr V,vitrivr VI,95
KIS Visual 23,vitrivr V,vitrivr VII,95
KIS Visual 23,vitrivr V,vitrivr VIII,95
KIS Visual 23,vitrivr VI,vitrivr VII,95
KIS Visual 23,vitrivr VI,vitrivr VIII,95
KIS Visual 23,vitrivr VII,vitrivr VIII,92
KIS Textual 23,siret I,siret II,0
KIS Textual 23,siret I,siret III,0
KIS Textual 23,siret I,siret IV,0
KIS Textual 23,siret I,siret V,0
KIS Textual 23,siret I,siret VI,0
KIS Textual 23,siret I,siret VII,42
KIS Textual 23,siret I,vitrivr I,0
KIS Textual 23,siret I,vitrivr II,0
KIS Textual 23,siret I,vitrivr III,0
KIS Textual 23,siret I,vitrivr IV,0
KIS Textual 23,siret I,vitrivr V,0
KIS Textual 23,siret I,vitrivr VI,0
KIS Textual 23,siret I,vitrivr VII,0
KIS Textual 23,siret I,vitrivr VIII,0
KIS Textual 23,siret II,siret III,0
KIS Textual 23,siret II,siret IV,0
KIS Textual 23,siret II,siret V,0
KIS Textual 23,siret II,siret VI,0
KIS Textual 23,siret II,siret VII,42
KIS Textual 23,siret II,vitrivr I,0
KIS Textual 23,siret II,vitrivr II,0
KIS Textual 23,siret II,vitrivr III,0
KIS Textual 23,siret II,vitrivr IV,0
KIS Textual 23,siret II,vitrivr V,0
KIS Textual 23,siret II,vitrivr VI,0
KIS Textual 23,siret II,vitrivr VII,0
KIS Textual 23,siret II,vitrivr VIII,0
KIS Textual 23,siret III,siret IV,0
KIS Textual 23,siret III,siret V,0
KIS Textual 23,siret III,siret VI,0
KIS Textual 23,siret III,siret VII,22
KIS Textual 23,siret III,vitrivr I,0
KIS Textual 23,siret III,vitrivr II,0
KIS Textual 23,siret III,vitrivr III,0
KIS Textual 23,siret III,vitrivr IV,0
KIS Textual 23,siret III,vitrivr V,0
KIS Textual 23,siret III,vitrivr VI,0
KIS Textual 23,siret III,vitrivr VII,0
KIS Textual 23,siret III,vitrivr VIII,0
KIS Textual 23,siret IV,siret V,0
KIS Textual 23,siret IV,siret VI,0
KIS Textual 23,siret IV,siret VII,42
KIS Textual 23,siret IV,vitrivr I,0
KIS Textual 23,siret IV,vitrivr II,0
KIS Textual 23,siret IV,vitrivr III,0
KIS Textual 23,siret IV,vitrivr IV,0
KIS Textual 23,siret IV,vitrivr V,0
KIS Textual 23,siret IV,vitrivr VI,0
KIS Textual 23,siret IV,vitrivr VII,0
KIS Textual 23,siret IV,vitrivr VIII,0
KIS Textual 23,siret V,siret VI,0
KIS Textual 23,siret V,siret VII,42
KIS Textual 23,siret V,vitrivr I,0
KIS Textual 23,siret V,vitrivr II,0
KIS Textual 23,siret V,vitrivr III,0
KIS Textual 23,siret V,vitrivr IV,0
KIS Textual 23,siret V,vitrivr V,0
KIS Textual 23,siret V,vitrivr VI,0
KIS Textual 23,siret V,vitrivr VII,0
KIS Textual 23,siret V,vitrivr VIII,0
KIS Textual 23,siret VI,siret VII,42
KIS Textual 23,siret VI,vitrivr I,0
KIS Textual 23,siret VI,vitrivr II,0
KIS Textual 23,siret VI,vitrivr III,0
KIS Textual 23,siret VI,vitrivr IV,0
KIS Textual 23,siret VI,vitrivr V,0
KIS Textual 23,siret VI,vitrivr VI,0
KIS Textual 23,siret VI,vitrivr VII,0
KIS Textual 23,siret VI,vitrivr VIII,0
KIS Textual 23,siret VII,vitrivr I,22
KIS Textual 23,siret VII,vitrivr II,42
KIS Textual 23,siret VII,vitrivr III,42
KIS Textual 23,siret VII,vitrivr IV,42
KIS Textual 23,siret VII,vitrivr V,42
KIS Textual 23,siret VII,vitrivr VI,22
KIS Textual 23,siret VII,vitrivr VII,42
KIS Textual 23,siret VII,vitrivr VIII,42
KIS Textual 23,vitrivr I,vitrivr II,0
KIS Textual 23,vitrivr I,vitrivr III,0
KIS Textual 23,vitrivr I,vitrivr IV,0
KIS Textual 23,vitrivr I,vitrivr V,0
KIS Textual 23,vitrivr I,vitrivr VI,0
KIS Textual 23,vitrivr I,vitrivr VII,0
KIS Textual 23,vitrivr I,vitrivr VIII,0
KIS Textual 23,vitrivr II,vitrivr III,0
KIS Textual 23,vitrivr II,vitrivr IV,0
KIS Textual 23,vitrivr II,vitrivr V,0
KIS Textual 23,vitrivr II,vitrivr VI,0
KIS Textual 23,vitrivr II,vitrivr VII,0
KIS Textual 23,vitrivr II,vitrivr VIII,0
KIS Textual 23,vitrivr III,vitrivr IV,0
KIS Textual 23,vitrivr III,vitrivr V,0
KIS Textual 23,vitrivr III,vitrivr VI,0
KIS Textual 23,vitrivr III,vitrivr VII,0
KIS Textual 23,vitrivr III,vitrivr VIII,0
KIS Textual 23,vitrivr IV,vitrivr V,0
KIS Textual 23,vitrivr IV,vitrivr VI,0
KIS Textual 23,vitrivr IV,vitrivr VII,0
KIS Textual 23,vitrivr IV,vitrivr VIII,0
KIS Textual 23,vitrivr V,vitrivr VI,0
KIS Textual 23,vitrivr V,vitrivr VII,0
KIS Textual 23,vitrivr V,vitrivr VIII,0
KIS Textual 23,vitrivr VI,vitrivr VII,0
KIS Textual 23,vitrivr VI,vitrivr VIII,0
KIS Textual 23,vitrivr VII,vitrivr VIII,0
KIS Visual 24,siret I,siret II,80
KIS Visual 24,siret I,siret III,80
KIS Visual 24,siret I,siret IV,89
KIS Visual 24,siret I,siret V,80
KIS Visual 24,siret I,siret VI,87
KIS Visual 24,siret I,siret VII,91
KIS Visual 24,siret I,vitrivr I,80
KIS Visual 24,siret I,vitrivr II,80
KIS Visual 24,siret I,vitrivr III,80
KIS Visual 24,siret I,vitrivr IV,80
KIS Visual 24,siret I,vitrivr V,80
KIS Visual 24,siret I,vitrivr VI,80
KIS Visual 24,siret I,vitrivr VII,80
KIS Visual 24,siret I,vitrivr VIII,80
KIS Visual 24,siret II,siret III,75
KIS Visual 24,siret II,siret IV,89
KIS Visual 24,siret II,siret V,0
KIS Visual 24,siret II,siret VI,87
KIS Visual 24,siret II,siret VII,91
KIS Visual 24,siret II,vitrivr I,0
KIS Visual 24,siret II,vitrivr II,0
KIS Visual 24,siret II,vitrivr III,0
KIS Visual 24,siret II,vitrivr IV,0
KIS Visual 24,siret II,vitrivr V,0
KIS Visual 24,siret II,vitrivr VI,0
KIS Visual 24,siret II,vitrivr VII,55
KIS Visual 24,siret II,vitrivr VIII,0
KIS Visual 24,siret III,siret IV,89
KIS Visual 24,siret III,siret V,75
KIS Visual 24,siret III,siret VI,87
KIS Visual 24,siret III,siret VII,91
KIS Visual 24,siret III,vitrivr I,75
KIS Visual 24,siret III,vitrivr II,75
KIS Visual 24,siret III,vitrivr III,75
KIS Visual 24,siret III,vitrivr IV,75
KIS Visual 24,siret III,vitrivr V,75
KIS Visual 24,siret III,vitrivr VI,75
KIS Visual 24,siret III,vitrivr VII,75
KIS Visual 24,siret III,vitrivr VIII,75
KIS Visual 24,siret IV,siret V,89
KIS Visual 24,siret IV,siret VI,89
KIS Visual 24,siret IV,siret VII,91
KIS Visual 24,siret IV,vitrivr I,89
KIS Visual 24,siret IV,vitrivr II,89
KIS Visual 24,siret IV,vitrivr III,89
KIS Visual 24,siret IV,vitrivr IV,89
KIS Visual 24,siret IV,vitrivr V,89
KIS Visual 24,siret IV,vitrivr VI,89
KIS Visual 24,siret IV,vitrivr VII,89
KIS Visual 24,siret IV,vitrivr VIII,89
KIS Visual 24,siret V,siret VI,87
KIS Visual 24,siret V,siret VII,91
KIS Visual 24,siret V,vitrivr I,0
KIS Visual 24,siret V,vitrivr II,0
KIS Visual 24,siret V,vitrivr III,0
KIS Visual 24,siret V,vitrivr IV,0
KIS Visual 24,siret V,vitrivr V,0
KIS Visual 24,siret V,vitrivr VI,0
KIS Visual 24,siret V,vitrivr VII,55
KIS Visual 24,siret V,vitrivr VIII,0
KIS Visual 24,siret VI,siret VII,91
KIS Visual 24,siret VI,vitrivr I,87
KIS Visual 24,siret VI,vitrivr II,87
KIS Visual 24,siret VI,vitrivr III,87
KIS Visual 24,siret VI,vitrivr IV,87
KIS Visual 24,siret VI,vitrivr V,87
KIS Visual 24,siret VI,vitrivr VI,87
KIS Visual 24,siret VI,vitrivr VII,87
KIS Visual 24,siret VI,vitrivr VIII,87
KIS Visual 24,siret VII,vitrivr I,91
KIS Visual 24,siret VII,vitrivr II,91
KIS Visual 24,siret VII,vitrivr III,91
KIS Visual 24,siret VII,vitrivr IV,91
KIS Visual 24,siret VII,vitrivr V,91
KIS Visual 24,siret VII,vitrivr VI,91
KIS Visual 24,siret VII,vitrivr VII,91
KIS Visual 24,siret VII,vitrivr VIII,91
KIS Visual 24,vitrivr I,vitrivr II,0
KIS Visual 24,vitrivr I,vitrivr III,0
KIS Visual 24,vitrivr I,vitrivr IV,0
KIS Visual 24,vitrivr I,vitrivr V,0
KIS Visual 24,vitrivr I,vitrivr VI,0
KIS Visual 24,vitrivr I,vitrivr VII,55
KIS Visual 24,vitrivr I,vitrivr VIII,0
KIS Visual 24,vitrivr II,vitrivr III,0
KIS Visual 24,vitrivr II,vitrivr IV,0
KIS Visual 24,vitrivr II,vitrivr V,0
KIS Visual 24,vitrivr II,vitrivr VI,0
KIS Visual 24,vitrivr II,vitrivr VII,55
KIS Visual 24,vitrivr II,vitrivr VIII,0
KIS Visual 24,vitrivr III,vitrivr IV,0
KIS Visual 24,vitrivr III,vitrivr V,0
KIS Visual 24,vitrivr III,vitrivr VI,0
KIS Visual 24,vitrivr III,vitrivr VII,55
KIS Visual 24,vitrivr III,vitrivr VIII,0
KIS Visual 24,vitrivr IV,vitrivr V,0
KIS Visual 24,vitrivr IV,vitrivr VI,0
KIS Visual 24,vitrivr IV,vitrivr VII,55
KIS Visual 24,vitrivr IV,vitrivr VIII,0
KIS Visual 24,vitrivr V,vitrivr VI,0
KIS Visual 24,vitrivr V,vitrivr VII,55
KIS Visual 24,vitrivr V,vitrivr VIII,0
KIS Visual 24,vitrivr VI,vitrivr VII,55
KIS Visual 24,vitrivr VI,vitrivr VIII,0
KIS Visual 24,vitrivr VII,vitrivr VIII,55
KIS Textual 24,siret I,siret II,84
KIS Textual 24,siret I,siret III,74
KIS Textual 24,siret I,siret IV,84
KIS Textual 24,siret I,siret V,84
KIS Textual 24,siret I,siret VI,74
KIS Textual 24,siret I,siret VII,84
KIS Textual 24,siret I,vitrivr I,84
KIS Textual 24,siret I,vitrivr II,84
KIS Textual 24,siret I,vitrivr III,84
KIS Textual 24,siret I,vitrivr IV,84
KIS Textual 24,siret I,vitrivr V,84
KIS Textual 24,siret I,vitrivr VI,84
KIS Textual 24,siret I,vitrivr VII,84
KIS Textual 24,siret I,vitrivr VIII,84
KIS Textual 24,siret II,siret III,71
KIS Textual 24,siret II,siret IV,84
KIS Textual 24,siret II,siret V,0
KIS Textual 24,siret II,siret VI,69
KIS Textual 24,siret II,siret VII,0
KIS Textual 24,siret II,vitrivr I,30
KIS Textual 24,siret II,vitrivr II,85
KIS Textual 24,siret II,vitrivr III,0
KIS Textual 24,siret II,vitrivr IV,71
KIS Textual 24,siret II,vitrivr V,40
KIS Textual 24,siret II,vitrivr VI,0
KIS Textual 24,siret II,vitrivr VII,0
KIS Textual 24,siret II,vitrivr VIII,0
KIS Textual 24,siret III,siret IV,71
KIS Textual 24,siret III,siret V,71
KIS Textual 24,siret III,siret VI,51
KIS Textual 24,siret III,siret VII,71
KIS Textual 24,siret III,vitrivr I,71
KIS Textual 24,siret III,vitrivr II,71
KIS Textual 24,siret III,vitrivr III,71
KIS Textual 24,siret III,vitrivr IV,71
KIS Textual 24,siret III,vitrivr V,71
KIS Textual 24,siret III,vitrivr VI,71
KIS Textual 24,siret III,vitrivr VII,71
KIS Textual 24,siret III,vitrivr VIII,71
KIS Textual 24,siret IV,siret V,84
KIS Textual 24,siret IV,siret VI,69
KIS Textual 24,siret IV,siret VII,84
KIS Textual 24,siret IV,vitrivr I,84
KIS Textual 24,siret IV,vitrivr II,85
KIS Textual 24,siret IV,vitrivr III,84
KIS Textual 24,siret IV,vitrivr IV,74
KIS Textual 24,siret IV,vitrivr V,74
KIS Textual 24,siret IV,vitrivr VI,84
KIS Textual 24,siret IV,vitrivr VII,84
KIS Textual 24,siret IV,vitrivr VIII,84
KIS Textual 24,siret V,siret VI,69
KIS Textual 24,siret V,siret VII,0
KIS Textual 24,siret V,vitrivr I,30
KIS Textual 24,siret V,vitrivr II,85
KIS Textual 24,siret V,vitrivr III,0
KIS Textual 24,siret V,vitrivr IV,71
KIS Textual 24,siret V,vitrivr V,40
KIS Textual 24,siret V,vitrivr VI,0
KIS Textual 24,siret V,vitrivr VII,0
KIS Textual 24,siret V,vitrivr VIII,0
KIS Textual 24,siret VI,siret VII,69
KIS Textual 24,siret VI,vitrivr I,69
KIS Textual 24,siret VI,vitrivr II,69
KIS Textual 24,siret VI,vitrivr III,69
KIS Textual 24,siret VI,vitrivr IV,69
KIS Textual 24,siret VI,vitrivr V,69
KIS Textual 24,siret VI,vitrivr VI,69
KIS Textual 24,siret VI,vitrivr VII,69
KIS Textual 24,siret VI,vitrivr VIII,69
KIS Textual 24,siret VII,vitrivr I,0
KIS Textual 24,siret VII,vitrivr II,85
KIS Textual 24,siret VII,vitrivr III,0
KIS Textual 24,siret VII,vitrivr IV,71
KIS Textual 24,siret VII,vitrivr V,10
KIS Textual 24,siret VII,vitrivr VI,0
KIS Textual 24,siret VII,vitrivr VII,0
KIS Textual 24,siret VII,vitrivr VIII,0
KIS Textual 24,vitrivr I,vitrivr II,85
KIS Textual 24,vitrivr I,vitrivr III,30
KIS Textual 24,vitrivr I,vitrivr IV,71
KIS Textual 24,vitrivr I,vitrivr V,20
KIS Textual 24,vitrivr I,vitrivr VI,20
KIS Textual 24,vitrivr I,vitrivr VII,30
KIS Textual 24,vitrivr I,vitrivr VIII,30
KIS Textual 24,vitrivr II,vitrivr III,85
KIS Textual 24,vitrivr II,vitrivr IV,75
KIS Textual 24,vitrivr II,vitrivr V,75
KIS Textual 24,vitrivr II,vitrivr VI,85
KIS Textual 24,vitrivr II,vitrivr VII,85
KIS Textual 24,vitrivr II,vitrivr VIII,85
KIS Textual 24,vitrivr III,vitrivr IV,71
KIS Textual 24,vitrivr III,vitrivr V,40
KIS Textual 24,vitrivr III,vitrivr VI,0
KIS Textual 24,vitrivr III,vitrivr VII,0
KIS Textual 24,vitrivr III,vitrivr VIII,0
KIS Textual 24,vitrivr IV,vitrivr V,61
KIS Textual 24,vitrivr IV,vitrivr VI,71
KIS Textual 24,vitrivr IV,vitrivr VII,71
KIS Textual 24,vitrivr IV,vitrivr VIII,71
KIS Textual 24,vitrivr V,vitrivr VI,30
KIS Textual 24,vitrivr V,vitrivr VII,40
KIS Textual 24,vitrivr V,vitrivr VIII,40
KIS Textual 24,vitrivr VI,vitrivr VII,0
KIS Textual 24,vitrivr VI,vitrivr VIII,0
KIS Textual 24,vitrivr VII,vitrivr VIII,0
KIS Visual 25,siret I,siret II,89
KIS Visual 25,siret I,siret III,89
KIS Visual 25,siret I,siret IV,96
KIS Visual 25,siret I,siret V,89
KIS Visual 25,siret I,siret VI,91
KIS Visual 25,siret I,siret VII,89
KIS Visual 25,siret I,vitrivr I,89
